Label Name,官方指导价,厂商,级别,能源类型,上市时间,电动机,纯电续航里程(km)工信部,纯电续航里程(km)CLTC,充电时间(小时),快充电量(%),最大功率(kW),最大扭矩(N·m),变速箱,长x宽x高(mm),车身结构,最高车速(km/h),官方百公里加速时间(s),百公里耗电量(kWh/100km),电能当量燃料消耗量(L/100km),等速续航里程(km),整车保修期限,首任车主保修期限,长(mm),宽(mm),高(mm),轴距(mm),前轮距(mm),后轮距(mm),车门数(个),车门开启方式,座位数(个),整备质量(kg),满载质量(kg),行李舱容积(L),风阻系数(Cd),电动机描述,电机类型,电动机总功率(kW),电动机总马力(Ps),电动机总扭矩(N·m),前电动机最大功率(kW),前电动机最大扭矩(N·m),后电动机最大功率(kW),后电动机最大扭矩(N·m),驱动电机数,电机布局,电池类型,电芯品牌,电池组质保,电池容量(kWh),电池能量密度(Wh/kg),电池充电,快充接口位置,慢充接口位置,电池温度管理系统,单踏板模式,VTOL移动电站功能,最大对外放电功率(kW),变速箱描述,挡位数,变速箱类型,驱动方式,四驱类型,前悬挂形式,后悬挂形式,转向类型,车体结构,前制动器类型,后制动器类型,驻车制动类型,前轮胎规格尺寸,后轮胎规格尺寸,备胎规格,ABS防抱死,制动力分配(EBD/CBC等),刹车辅助(EBA/BA等),牵引力控制(TCS/ASR等),车身稳定系统(ESP/DSC等),主动安全预警系统,主动刹车,并线辅助,车道保持辅助系统,车道居中保持,疲劳驾驶提示,主动式DMS疲劳检测,车内生命体征检测,道路交通标识识别,信号灯识别,夜视系统,前排安全气囊,侧安全气囊,侧安全气帘,前排膝部气囊,中央安全气囊,安全带未系提示,胎压监测系统,儿童座椅接口(ISOFIX),被动行人保护,安全轮胎,驻车雷达,前车驶离提醒,驾驶辅助影像,巡航系统,自动变道辅助,匝道自动驶出（入）,辅助驾驶级别,自动泊车入位,循迹倒车,记忆泊车,自动驻车(AUTOHOLD),上坡辅助(HAC),陡坡缓降(HDC),可变悬挂调节,空气悬挂,电磁感应悬挂,可变转向比系统,前桥限滑方式,后桥限滑方式,中央差速器锁止功能,整体主动转向系统,驾驶模式选择,制动能量回收系统,低速行车警示音,天窗类型,光感天幕,车顶行李架,运动外观套件,电动扰流板,主动闭合式进气格栅,铝合金轮毂,无框设计车门,隐藏式门把手,拖挂钩,方向盘材质,方向盘调节,方向盘电动调节,方向盘功能,行车电脑屏幕,液晶仪表样式,液晶仪表尺寸(英寸),电动吸合门,电动平开/上开车门,电动后尾门,感应式后尾门,电动后尾门位置记忆,车内中控锁,遥控钥匙类型,无钥匙进入,无钥匙启动,远程启动,遥控移动车辆,车辆召唤功能,抬头显示系统(HUD),内置行车记录仪,主动降噪,手机无线充电,手机无线充电最大功率(W),110V/220V/230V电源插座,行李舱12V电源接口,座椅材质,座椅皮质风格,运动风格座椅,第二排独立座椅,座椅电动调节,主驾座椅整体调节,主驾座椅局部调节,副驾座椅整体调节,副驾座椅局部调节,第二排座椅整体调节,第二排座椅局部调节,前排座椅功能,第二排座椅功能,老板键,前/后扶手,后排杯架,可加热/制冷杯架,后排座椅放倒比例,第二排小桌板,中控屏尺寸(英寸),中控台彩色屏幕分辨率,中控台彩色屏幕像素密度（PPI）,中控下屏幕尺寸(英寸),中控下屏幕分辨率,中控下屏幕像素密度（PPI）,副驾驶屏幕尺寸(英寸),副驾驶屏幕分辨率,副驾驶屏幕像素密度（PPI）,触屏振动反馈,可旋转/移动中控屏,GPS导航系统,AR实景导航,导航路况信息展示,道路救援服务,蓝牙/车载电话,手机互联映射,车联网,4G/5G网络,OTA升级,OTA版本,面部识别,指纹识别,声纹识别,情绪识别,语音识别控制系统,语音免唤醒功能,语音分区域唤醒识别功能,连续性语音识别,可见即可说,语音助手唤醒词,手势控制功能,Wi-Fi热点,多指飞屏操控,应用商店,多媒体接口,USB/Type-C接口数量,USB/Type-C最大充电功率,车载电视,后排液晶屏,模拟声浪,音响品牌,扬声器数量(个),后排多媒体控制,近光灯,远光灯,日间行车灯,自适应远近光,自动大灯,转向辅助灯,前雾灯,大灯随动转向(AFS),大灯高度调节,大灯清洗功能,车内氛围灯,主动式环境氛围灯,灯光特色功能,大灯延时关闭,前大灯雨雾模式,电动车窗,车窗一键升降,车窗防夹手功能,外后视镜功能,内后视镜功能,车内化妆镜,后排隐私玻璃,车内遮阳帘,雨量感应式雨刷,后雨刷,多层隔音玻璃,前风挡电加热,可加热喷水嘴,空调控制方式,后排独立空调,后排出风口,温度分区控制,车载空气净化器,车内PM2.5过滤装置,HEPA过滤装置,负离子发生器,车内香氛装置,车载冰箱,辅助驾驶操作系统,辅助驾驶芯片,辅助驾驶芯片算力(TOPS),车载智能系统,车机系统存储(GB),手机App远程控制,热泵管理系统,前向最大探测距离(m),车外摄像头数量(个),车外摄影头像素,车内摄像头数量(个),车内摄影头像素,超声波雷达数量(个),毫米波雷达数量(个),激光雷达数量(个),亚米级高精定位系统,高精度地图,哨兵（千里眼）模式,V2X通讯,定制选装,Snake Performance外观性能套件,Snake Performance外观性能限量套件,Snake Performance驾控性能特装套件,Snake Performance驾控性能特装套件Plus,全功能包,前部行李舱容积(L),对外放电最低电量允许值(%),备胎放置方式,低速四驱,车侧脚踏板,座椅布局,第三排座椅,第三排座椅功能,前排座椅放平,后排座椅电动放倒,舒缓（放松）模式,后窗玻璃开启,车载智能芯片,冬季舒享包,前排豪华舒适座椅及24扬声器,后排零重力浮感座椅,豪华材质包,22英寸锋锐撞色运动轮辋,YAT巡航型半幅方向盘,换电支持,液晶仪表分辨率,液晶仪表屏幕像素密度（PPI）,增强现实抬头显示系统(AR-HUD),原厂ETC,豪华舒享包,超视觉智能交互包,4D成像雷达,官方0—50Km/h加速时间(s),品牌自营充电站,6座尊享套装,冬暖套装,智能泊车套装,记忆守护套装,6万公里保养总成本预估,Sline黑光包,智能驾驶辅助包,智能驾驶辅助包+城市驾驶辅助包,真皮内饰包,纯电续航里程(km)WLTC,综合续航里程(km)WLTC,综合续航里程(km)CLTC,WLTC综合油耗(L/100km),最低荷电状态燃料消耗量(L/100km)WLTC,油箱容积(L),发动机型号,排量(mL),排量(L),进气形式,发动机布局形式,气缸排列形式,气缸数(个),每缸气门数(个),压缩比,配气机构,最大马力(Ps),最大功率转速(rpm),最大扭矩转速(rpm),发动机热效率(%),发动机特有技术,燃料形式,燃油标号,供油方式,缸盖材料,缸体材料,环保标准,发动机启停技术,发动机电子防盗,K歌功能,全配套装,全配套装（四驱性能版）,真皮舒适套装,电池特色技术,多型磷酸铁锂电池,多型磷酸铁锂电池1,多型磷酸铁锂电池2,智能ETC,豪华套装,超视距召唤泊车,遥控泊车套装,IBCM无感启动,ETC,全场景一键遥控泊车,移动充电站功能,舒享套装,19英寸皓月之芒轮辋,纯电续航里程(km)NEDC,最大快充功率(kw),车机彩蛋,车机系统内存(GB),iTAC智能扭矩控制系统,系统综合工况效率(%),自适应旋转悬浮Pad,马牌轮胎（235/50 R18）,360°全景透明影像系统,移动电站功能,Brembo®赛车级哑光灰四活塞定钳(前),DiLink15.6英寸超高清8核自适应旋转悬浮Pad,智能辅助驾驶选装包,激光雷达品牌,激光雷达线数(线),XPILOT 3.0软件及升级服务,智能音乐座舱增强套件,电动开闭前鹏翼门,运动性能套件,4C超快充电池包,智能双腔空气悬架,智驾包,舒享包,最低荷电状态燃料消耗量(L/100km)工信部,性能包,科技包,酷选包,智享冬季套件,20英寸动感车轮包,CO2热泵空调包,乐活包,尊崇风格套件,舒适尾门包,尊享影音套装,智驾豪华套装,综合续航里程(km)工信部,智能交互灯语套件,智能潮音座舱套件,高阶智能驾驶辅助服务,高阶智能驾驶辅助硬件系统,HUD投影尺寸(英寸),ADS高阶包,选装包一,选装包三,选装包二,选装包五,ICA城区智能巡航辅助,NCA城区智驾导航辅助,密友挚爱套装,高阶智驾新装备,激光雷达点云数量(万/秒),Microfiber超纤绒顶棚,NOMI车载人工智能系统,Nappa高级内饰套装,外观套件-Moon主题,拖挂套装,标准续航电池包（75kWh）,气辉橙卡钳,适享套装,长续航电池包（100kWh）,N-BOX增强娱乐主机,NAD完整功能服务订阅680/月,全享套装,前雨刮解冻功能,女王副驾带一键舒享模式（零重力姿态）,VIP四座尊享包,HALO屏,华为iTRACK,智能感应电动门,科技舒享包,冬季套装,创新套装,娱乐套装,暗色套装,舒适套装,银辉套装,猎趣畅玩游戏套装,高快智驾包,高阶智驾全享包,20英寸轮毂轮胎套装,21英寸轮毂轮胎套装,超感智享套件,Apollo高阶智驾选装包,系统综合功率(kW),系统综合扭矩(N·m),魔毯智能悬挂,增强版自动辅助驾驶功能,完全自动驾驶能力,Yoke 方向盘,发动机,发动机最大功率(kW),电动机最大功率(kW),发动机最大扭矩(N·m),电动机最大扭矩(N·m),NEDC综合油耗(L/100km),最低荷电状态燃料消耗量(L/100km)NEDC,5G速联,VTOL 220V电源输出,安心包,综合续航里程(km)NEDC,选装包,3D全息透明影像系统,DiPilot智能遥控驾驶,云辇-C智能阻尼车身控制系统,移动电站,高性能中国红四活塞定钳(前),“50万”刺绣纪念标识,热浪绯红外观套件,移动电站VTOL,六座臻享组合套装,高性能金甲黄六活塞定钳(前),Brembo赛车级哑光灰六活塞定钳(前),侧滑门,车门滑轨,VTOL电源输出插排（220V）,舒奢一体式升舱顶,专属悦己精品包,专属潮酷精品包,越级舒享包,轮毂包,选装包①,座舱升级套装,轮毂/轮胎升级套装,N-Box增强娱乐主机,后排舒享套装,NAD完整功能服务订阅,NAD蔚来自动驾驶完整服务订阅,NAD蔚来自动驾驶完服务订阅,外观套件,智能调光全景天幕,飞凡巴赫座舱 座椅升级包,飞凡巴赫座舱 氛围升级包,飞凡巴赫座舱 舒适升级包,飞凡巴赫座舱 豪华升级包,五座假日套装,四座舒享套装,智享交互科技套装,智能感应自动门套装,14.6英寸电动滑移智慧屏,19英寸轮毂,20英寸轮毂(前轮搭配Akebono四活塞卡钳),Hi-light动态迎宾灯,Touch Bar触控方向盘,副驾4D云端零重力座椅,后排座垫电动翻折,智能灵动中岛,坦克掉头,YAMAHA环绕立体高级音响,Z-Sport运动进阶套装,ZAD-Ultimate完全自动驾驶辅助系统,冬季温度包,千里续航套装,性能进阶套装,智享科技套装,莱科宁模式,高性能空气悬架套装,高性能轮组套装,EC光感天幕,碳纤维车顶,闪电切换智能四驱系统,蠕行模式,20英寸轮毂轮胎组,20英寸轮毂轮胎组（带卡钳）,ZEEKR AD完全智能驾驶辅助系统,星际之门套装,科技全感套装,车载卫星通信,副驾座椅舒适套装,20英寸星源轮毂 265/45 R20,20英寸星耀轮毂 265/45 R20,第三排双层隔音玻璃,全能智驾包,星光选装包,萤光选装包,畅行能量包,营运能量包,超效能量包,光语科技包,智能科技包,RPA遥控泊车,选装包1,选装包2,21英寸运动轮毂套装,ROBO Drive Max 高阶智能辅助驾驶,智能灯光套装,540°智能影像（透明底盘）,AR导航,遥控泊车,Coffee智能驾驶辅助套装,暗夜版套装,ORA-Pilot智能辅助驾驶增益BUFF,智驾升级包,尊驾包,智能语音收放机,马卡龙夹心选装包,直流快充包,220V取电功能,乐享包,悦享包,后舱Calf小牛皮套装,星空穹顶,透明底盘
智己L7 2023款 Elite,33.88万,智己汽车,中大型车,纯电动,2022.12,纯电动 340马力,675.0,675.0,慢充13.3小时,20-80,250(340Ps),475,电动车单速变速箱,5098x1960x1485,4门5座三厢车 三厢车,200.0,5.9,13.4kWh,1.74,,8年或24万公里,不限年限/不限里程（责任免除条款以官方为准）,5098,1960,1485,3100,1664.0,1660.0,4,平开门,5,2165.0,2610.0,,0.21,纯电动 340马力,永磁/同步,250,340,475.0,,,250.0,475.0,单电机,后置,三元锂电池,上汽时代动力电池,首任车主不限年限/里程（责任免除条款以官方为准）,90.0,195.0,慢充13.3小时 ●快充接口,左侧油箱位,左侧油箱位,●低温加热 ●液态冷却,●标配,●标配,3.5,电动车单速变速箱,1,固定齿比变速箱,后置后驱,,双叉臂式独立悬挂,多连杆式独立悬挂,电动助力,承载式,通风盘式,通风盘式,电子驻车,245/45 R19,275/40 R19,,●标配,●标配,●标配,●标配,●标配,●车道偏离预警 ●前方碰撞预警 ●倒车车侧预警 ●DOW开门预警,●标配,●标配,●标配,●标配,,●标配,,●标配,,,●主驾驶位 ●副驾驶位,●前排,●标配,,,●标配,●胎压显示,●标配,,,●前 ●后,●标配,●倒车影像 ●车侧盲区影像 ●360°全景影像 ●透明影像,●定速巡航 ●自适应巡航 ●全速自适应巡航,●标配,,●L2级,●标配,●标配,,●标配,●标配,,●软硬,,,,,,,○选配16800元,●运动 ●ECO/经济 ●标准舒适,●标配,●标配,●不可开启全景天窗,,,,,●标配,●标配,●标配,●标配,,●真皮 ,●上下+前后,●标配,●多功能控制 ●记忆 ●加热,●彩色,●全液晶,,●标配,,●标配图示,,,●标配,●智能遥控钥匙 ●手机蓝牙钥匙,●全车图示,●标配图示,●标配,●标配,,,●标配,,●标配图示,15.0,,,●仿皮 ○真皮16000元 ,○Nappa真皮,,,●主驾驶位 ●副驾驶位,●前后移动 ●靠背角度 ●高低调节,●腰部,●前后移动 ●高低调节 ●靠背角度,●腰部,,,●加热 ●通风 ●记忆 ○按摩5800元,●加热,,●前排 ●后排,●标配,,,,●26.3,4320x720,●167,●12.8,1728x1888,●200,●12.3,1920x720,●167,,●标配,●标配,,●标配,●标配图示,●标配,●原厂原机,●标配,●5G,●标配,,,,,,●标配,●标配,●主驾驶 ●副驾驶 ●第二排,●标配,●标配,hello智己,,●标配,●标配,●标配,●存储卡插槽 ●USB/Type-C,●前排2个 ●后排2个,前排60W 后排60W,,,●标配,,●22,,●LED,●LED,●标配,●标配,●标配,,,,●标配,,●256色,●标配,,●标配,,●前排 ●后排,●全车,●标配,●电动调节图示 ●加热 ●电动折叠 ●记忆 ●倒车自动下翻 ●锁车自动折叠,●自动防眩目,●主驾驶位+有照明 ●副驾驶位+有照明,●标配,,●标配,,●全车,,,●自动,,●标配,●双区空调,●标配,●标配,,●标配,●标配图示,,●IM AD,●NVIDIA Xavier ,●30 ,●IM OS,●37.12,●数字钥匙 ●车辆监控 ●远程控制 ●充电管理 ●服务预约,●标配,●160,●12    ,,●2,,●12,●5,,●标配,,,,可选外观、内饰、轮毂、制动器, , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
智己L7 2023款 Snake Performance Lite,47.88万,智己汽车,中大型车,纯电动,2022.11,纯电动  605马力,615.0,615.0,慢充13.3小时,20-80,445(605Ps),730,电动车单速变速箱,5098x1960x1455,4门5座三厢车 三厢车,,3.7,,,,8年或24万公里,不限年限/不限里程（责任免除条款以官方为准）,5098,1960,1455,3100,1664.0,1660.0,4,平开门,5,,,,,纯电动  605马力,永磁/同步,445,605,730.0,,,,,双电机,前置+后置,三元锂电池,上汽时代动力电池,首任车主不限年限/里程（责任免除条款以官方为准）,90.0,195.0,慢充13.3小时 ●快充接口,左侧油箱位,左侧油箱位,●低温加热 ●液态冷却,●标配,●标配,3.5,电动车单速变速箱,1,固定齿比变速箱,双电机四驱,电动四驱,双叉臂式独立悬挂,多连杆式独立悬挂,电动助力,承载式,通风盘式,通风盘式,电子驻车,245/40 R20,275/35 R20,,●标配,●标配,●标配,●标配,●标配,●车道偏离预警 ●前方碰撞预警 ●倒车车侧预警 ●DOW开门预警,●标配,●标配,●标配,●标配,,●标配,,●标配,,,●主驾驶位 ●副驾驶位,●前排,●标配,,,●标配,●胎压显示,●标配,,,●前 ●后,●标配,●倒车影像 ●车侧盲区影像 ●360°全景影像 ●透明影像,●定速巡航 ●自适应巡航 ●全速自适应巡航,●标配,,●L2级,●标配,●标配,,●标配,●标配,,,,,,,,,●标配,●运动 ●ECO/经济 ●标准舒适,●标配,●标配,●不可开启全景天窗,,,●标配,,●标配,●标配,●标配,●标配,, ●皮质,●上下+前后,●标配,●多功能控制 ●记忆 ●加热,●彩色,●全液晶,,●标配,,●标配图示,,,●标配,●智能遥控钥匙 ●手机蓝牙钥匙,●全车图示,●标配图示,●标配,●标配,,,●标配,,●标配图示,15.0,,, ●真皮 ,,,,●主驾驶位 ●副驾驶位,●前后移动 ●靠背角度 ●高低调节,●腰部,●前后移动 ●高低调节 ●靠背角度,●腰部,,,●加热 ●通风 ●记忆 ,●加热,,●前排 ●后排,●标配,,,,●26.3,4320x720,●167,●12.8,1728x1888,●200,●12.3,1920x720,●167,,●标配,●标配,,●标配,●标配图示,●标配,●原厂原机,●标配,,●标配,,,,,,●标配,,●主驾驶 ●副驾驶 ●第二排,●标配,●标配,hello智己,,●标配,●标配,●标配,●存储卡插槽 ●USB/Type-C,●前排2个 ●后排2个,前排60W 后排60W,,,●标配,,●22,,●LED,●LED,●标配,●标配,●标配,●标配,,●标配,●标配,,●256色,●标配,●像素式,●标配,,●前排 ●后排,●全车,●标配,●电动调节图示 ●加热 ●电动折叠 ●记忆 ●倒车自动下翻 ●锁车自动折叠,●自动防眩目,●主驾驶位+有照明 ●副驾驶位+有照明,●标配,,●标配,,●全车,,,●自动,,●标配,●双区空调,●标配,●标配,,●标配,●标配图示,,●IM AD,●NVIDIA Xavier ,●30 ,●IM OS,●37.12,●数字钥匙 ●车辆监控 ●远程控制 ●充电管理 ●服务预约,●标配,●160,  ●14  ,,●2,,●12,●5,,●标配,,,,可选外观、内饰、轮毂、制动器,"专属""W""Icon装饰元素,前高亮黑铬logo及尾部字牌,专属蓝色卡钳及A柱装饰条,运动尾翼及熏黑前后大灯保护膜 ●标配", ,"Öhlins高性能赛用级悬挂系统,全新20英寸细辐条轻量化锻铝轮辋套装,Endless运动型高性能制动片,IM Motorsport & WAE联合调校,Snake赛道大师模式 ●标配", , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
智己L7 2023款 Snake Performance,57.88万,智己汽车,中大型车,纯电动,2022.11,纯电动  605马力,,,,,445(605Ps),730,电动车单速变速箱,5098x1960x1440,4门5座三厢车 三厢车,,3.7,,,,8年或24万公里,不限年限/不限里程（责任免除条款以官方为准）,5098,1960,1440,3100,,,4,平开门,5,,,,,纯电动  605马力,永磁/同步,445,605,730.0,,,,,双电机,前置+后置,三元锂电池,,首任车主不限年限/里程（责任免除条款以官方为准）,,, ●快充接口,左侧油箱位,左侧油箱位,●低温加热 ●液态冷却,●标配,●标配,3.5,电动车单速变速箱,1,固定齿比变速箱,双电机四驱,电动四驱,双叉臂式独立悬挂,多连杆式独立悬挂,电动助力,承载式,通风盘式,通风盘式,电子驻车,255/35 R20,305/30 R20,,●标配,●标配,●标配,●标配,●标配,●车道偏离预警 ●前方碰撞预警 ●倒车车侧预警 ●DOW开门预警,●标配,●标配,●标配,●标配,,●标配,,●标配,,,●主驾驶位 ●副驾驶位,●前排,●标配,,,●标配,●胎压显示,●标配,,,●前 ●后,●标配,●倒车影像 ●车侧盲区影像 ●360°全景影像 ●透明影像,●定速巡航 ●自适应巡航 ●全速自适应巡航,●标配,,●L2级,●标配,●标配,,●标配,●标配,,,,,,,●限滑差速器,,●标配,●运动 ●ECO/经济 ●标准舒适,●标配,●标配,●不可开启全景天窗,,,●标配,,●标配,●标配,●标配,●标配,, ●皮质,●上下+前后,●标配,●多功能控制 ●记忆 ●加热,●彩色,●全液晶,,●标配,,●标配图示,,,●标配,●智能遥控钥匙 ●手机蓝牙钥匙,●全车图示,●标配图示,●标配,●标配,,,●标配,,●标配图示,15.0,,,  ●皮/翻毛皮,,,,●主驾驶位 ●副驾驶位,●前后移动 ●靠背角度 ●高低调节,●腰部,●前后移动 ●高低调节 ●靠背角度,●腰部,,,●加热 ●通风 ●记忆 ,●加热,,●前排 ●后排,●标配,,,,●26.3,4320x720,●167,●12.8,1728x1888,●200,●12.3,1920x720,●167,,●标配,●标配,,●标配,●标配图示,●标配,●原厂原机,●标配,,●标配,,,,,,●标配,,●主驾驶 ●副驾驶 ●第二排,●标配,●标配,hello智己,,●标配,●标配,●标配,●存储卡插槽 ●USB/Type-C,●前排2个 ●后排2个,前排60W 后排60W,,,●标配,,●22,,●LED,●LED,●标配,●标配,●标配,●标配,,●标配,●标配,,●256色,●标配,●像素式,●标配,,●前排 ●后排,●全车,●标配,●电动调节图示 ●加热 ●电动折叠 ●记忆 ●倒车自动下翻 ●锁车自动折叠,●自动防眩目,●主驾驶位+有照明 ●副驾驶位+有照明,●标配,,●标配,,●全车,,,●自动,,●标配,●双区空调,●标配,●标配,,●标配,●标配图示,,●IM AD,●NVIDIA Xavier ,●30 ,●IM OS,●37.12,●数字钥匙 ●车辆监控 ●远程控制 ●充电管理 ●服务预约,●标配,●160,  ●14  ,,●2,,●12,●5,,●标配,,,,可选外观、内饰、轮毂、制动器, ,"专属黑色卡钳,前高亮黑铬logo及尾部字牌,运动尾翼及熏黑前后大灯保护膜,""Snake""A柱装饰条,""Snake""仪表台专属铭牌,""Snake""迎宾踏板,""Snake""前logo、轮心饰盖及为表(另赠) ●标配", ,"Öhlins高性能赛用级悬挂系统,LSD机械式限滑差速器,高性能制动卡钳(前6活塞/后4活塞),高性能大尺寸划线通风盘,全新20英寸细辐条轻量化锻铝轮辋套装,Endless赛道级高性能制动片,高性能半热熔轮胎,IM Motorsport & WAE联合调校,Snake赛道大师模式 ●标配", ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
智己L7 2022款 Dynamic版,36.88万,智己汽车,中大型车,纯电动,2022.04,纯电动 578马力,615.0,615.0,慢充13.3小时,20-80,425(578Ps),725,电动车单速变速箱,5098x1960x1485,4门5座三厢车 三厢车,200.0,3.87,15.4kWh,1.74,,8年或24万公里,不限年限/不限里程（责任免除条款以官方为准）,5098,1960,1485,3100,1664.0,1660.0,4,平开门,5,2290.0,2735.0,,0.21,纯电动 578马力,永磁/同步,425,578,725.0,175.0,250.0,250.0,475.0,双电机,前置+后置,三元锂电池,上汽时代动力电池,首任车主不限年限/里程（责任免除条款以官方为准）,90.0,195.0,慢充13.3小时 ●快充接口,左侧油箱位,左侧油箱位,●低温加热 ●液态冷却,●标配,●标配,3.5,电动车单速变速箱,1,固定齿比变速箱,双电机四驱,电动四驱,双叉臂式独立悬挂,多连杆式独立悬挂,电动助力,承载式,通风盘式,通风盘式,电子驻车,245/45 R19,275/40 R19,,●标配,●标配,●标配,●标配,●标配,●车道偏离预警 ●前方碰撞预警 ●倒车车侧预警 ●DOW开门预警,●标配,●标配,●标配,●标配,,●标配,,●标配,,,●主驾驶位 ●副驾驶位,●前排,●标配,,,●标配,●胎压显示,●标配,,,●前 ●后,●标配,●倒车影像 ●车侧盲区影像 ●360°全景影像 ●透明影像,●定速巡航 ●自适应巡航 ●全速自适应巡航,●标配,○选配,●L2级,●标配,●标配,○选配,●标配,●标配,,●软硬,,,,,,,●标配,●运动 ●ECO/经济 ●标准舒适,●标配,●标配,●不可开启全景天窗,,,,,●标配,●标配,●标配,●标配,,●真皮 ,●上下+前后,●标配,●多功能控制 ●记忆 ●加热,●彩色,●全液晶,,●标配,,●标配图示,,,●标配,●智能遥控钥匙 ●手机蓝牙钥匙,●全车图示,●标配图示,●标配,●标配,○选配,,●标配,,●标配图示,15.0,,,●仿皮 ○真皮16000元 ,○Nappa真皮,,,●主驾驶位 ●副驾驶位,●前后移动 ●靠背角度 ●高低调节,●腰部,●前后移动 ●高低调节 ●靠背角度,●腰部,,,●加热 ●通风 ●记忆 ○按摩5800元,●加热,,●前排 ●后排,●标配,,,,●26.3,4320x720,●167,●12.8,1728x1888,●200,●12.3,1920x720,●167,,●标配,●标配,,●标配,●标配图示,●标配,●原厂原机,●标配,●5G,●标配,IMOS 1.2.6,,,,,●标配,●标配,●主驾驶 ●副驾驶 ●第二排,●标配,●标配,hello智己,,●标配,●标配,●标配,●存储卡插槽 ●USB/Type-C,●前排2个 ●后排2个,前排60W 后排60W,,,●标配,,●22,,●LED,●LED,●标配,●标配,●标配,,,,●标配,,●256色,●标配,,●标配,,●前排 ●后排,●全车,●标配,●电动调节图示 ●加热 ●电动折叠 ●记忆 ●倒车自动下翻 ●锁车自动折叠,●自动防眩目,●主驾驶位+有照明 ●副驾驶位+有照明,●标配,,●标配,,●全车,,,●自动,,●标配,●双区空调,●标配,●标配,,●标配,●标配图示,,●IM AD,●NVIDIA Xavier ○Orin,●30 ○254,●IM OS,●37.12,●数字钥匙 ●车辆监控 ●远程控制 ●充电管理 ●服务预约,●标配,●160,●12   ○159800元 ,,●2,,●12,●5,○2,●标配,○选配,,,"可选外观、内饰、轮毂、制动器
1种选装包", , , , ,高速高架领航辅助、信任增强、高精度自动泊车 ○选配36800元,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
